date,entry_time,symbol,qty,entry,stop,target,why_in,score,change_pct_at_entry,volume_x,turnover_cr,adv_cr,sector,mechanism,high_after_entry,low_after_entry,exit_time,exit,why_out
2026-07-31,09:30,63MOONS,40,888.4,851.7,961.8,"up 3.8%, sector unknown, 2.9x its normal volume — unexplained -- 2.9x its normal volume, no published reason yet",8.53,3.78504672897196,2.85,69.71132656,24.5,,"unexplained -- 2.9x its normal volume, no published reason yet",949.6,886.8,15:27,944.9,NEVER EXITED -- valued at the last recorded candle of the session
2026-07-31,09:30,ASTRAMICRO,20,1923.5,1851.0,2068.5,"up 3.4%, sector unknown, 1.9x its normal volume — Large ₹2,205 crore HAL order for core Uttam Radar programme directly boosts revenue visibility and profitabili",8.4,3.4084189022095637,1.89,194.0703784,102.9,,"Large ₹2,205 crore HAL order for core Uttam Radar programme directly boosts revenue visibility and profitability.",1954.9,1841.1,13:58,1851.0,HARD STOP -- price traded down through the seed stop
2026-07-31,09:30,HYUNDAI,19,2171.9,2096.7,2322.3,"up 2.9%, sector unknown, 2.2x its normal volume — reported results yesterday -- Outcome of Board Meeting Hyundai Motor India Limited has submitted to",7.75,2.9092632077706746,2.22,228.79098666,103.3,,reported results yesterday -- Outcome of Board Meeting Hyundai Motor India Limited has submitted to,2208.0,2150.0,15:27,2182.6,NEVER EXITED -- valued at the last recorded candle of the session
2026-07-31,09:35,QUESS,86,331.8,314.55,366.3,"up 5.0%, sector unknown, 1.5x its normal volume — reported results 2 sessions ago -- Outcome of Board Meeting Quess Corp Limited has submitted to the Excha",5.95,5.0000000000000036,1.5,24.9706044,16.6,,reported results 2 sessions ago -- Outcome of Board Meeting Quess Corp Limited has submitted to the Excha,338.85,319.85,15:27,332.55,NEVER EXITED -- valued at the last recorded candle of the session
2026-07-31,09:45,BALKRISIND,15,2428.8,2330.0,2626.4,"up 3.6%, sector unknown, 2.7x its normal volume — reported results 2 sessions ago -- Outcome of Board Meeting Balkrishna Industries Limited has submitted t",8.93,3.6398549178579125,2.69,126.66993504000001,47.0,,reported results 2 sessions ago -- Outcome of Board Meeting Balkrishna Industries Limited has submitted t,2511.2,2428.0,15:27,2459.0,NEVER EXITED -- valued at the last recorded candle of the session
2026-08-03,09:30,SPORTKING,110,234.3,220.77,261.36,"up 5.0%, sector unknown, 3.0x its normal volume — Sportking India shares audio recording of Q1 2026 earnings call. #SPORTKING - 1 minute ago = Sportking India S",9.88,5.015463224418447,2.99,43.00004808,14.4,,Sportking India shares audio recording of Q1 2026 earnings call. #SPORTKING - 1 minute ago = Sportking India Sportking India Limited provided a link to the audio recording of its Earnings Call held on,241.51,224.49,15:27,232.86,NEVER EXITED -- valued at the last recorded candle of the session
2026-08-03,09:45,REDINGTON,77,340.05,320.65,378.85,"up 6.1%, sector unknown, 1.6x its normal volume — Apple price hikes on memory-constrained products boost distributor margins on 37% of Redington's revenue.",7.03,6.050210509901773,1.61,283.850038515,176.2,,Apple price hikes on memory-constrained products boost distributor margins on 37% of Redington's revenue.,357.6,327.7,15:27,348.5,NEVER EXITED -- valued at the last recorded candle of the session
2026-08-03,09:50,RAYMONDLSL,34,734.2,691.3,820.0,"up 5.9%, sector unknown, 1.5x its normal volume — reported results 3 sessions ago -- Outcome of Board Meeting Raymond Lifestyle Limited has submitted to th",5.97,5.884049610614374,1.51,18.83568074,12.5,,reported results 3 sessions ago -- Outcome of Board Meeting Raymond Lifestyle Limited has submitted to th,750.45,725.3,15:27,726.7,NEVER EXITED -- valued at the last recorded candle of the session
2026-08-03,10:10,DEEPINDS,53,638.5,610.55,694.4,"up 4.1%, sector unknown, 2.5x its normal volume — unexplained -- 2.5x its normal volume, no published reason yet",7.78,4.066498247901564,2.55,89.75515815,35.2,,"unexplained -- 2.5x its normal volume, no published reason yet",655.0,625.1,15:27,647.0,NEVER EXITED -- valued at the last recorded candle of the session
2026-08-03,10:20,TBOTEK,16,1634.1,1540.4,1821.5,"up 6.1%, sector unknown, 2.8x its normal volume — unexplained -- 2.8x its normal volume, no published reason yet",8.4,6.08283562710983,2.8,110.62285065,39.5,,"unexplained -- 2.8x its normal volume, no published reason yet",1643.6,1604.9,15:27,1612.7,NEVER EXITED -- valued at the last recorded candle of the session
